"","track.id","artist.id","track.name","artist.name","track.popularity","artist.followes.total","artist.popularity","toplist.country"
"1","6hFwju6M40CKovKBPu5IpY","4m5LghDfOKFZNEBZ0GO1OQ","ACORDA PEDRINHO","Jovem Dionisio",74,126850,69,"Brazil"
"2","2qmG7dokbGpDGD0T5wORWt","37mqXU98U5GmH5ZDtlHM1c","Balanço da Rede","Matheus Fernandes",84,393870,70,"Brazil"
"3","2qmG7dokbGpDGD0T5wORWt","43DRDu6nLSeIedZ7T1A616","Balanço da Rede","Xand Avião",84,2372760,70,"Brazil"
"4","4QWumyD2uwiePBBha9XBHI","3CIIaeZuFYrAD6PRVyuO4U","No Ouvidinho","Felipe Amorim",84,225495,71,"Brazil"
"5","1K8AtBJXcdq5mywMnZuARP","7MiDcPa6UiV3In7lIM71IN","Termina Comigo Antes","Gusttavo Lima",84,16030754,79,"Brazil"
"6","3ShKPhFkexrwl7WoyTtNND","5JbQpbeFaKfuZVFzKwaawP","Tchuco Nela","MC Rogerinho",82,450296,69,"Brazil"
"7","3ShKPhFkexrwl7WoyTtNND","1AL2GKpmRrKXkYIcASuRFa","Tchuco Nela","Wesley Safadão",82,10855086,74,"Brazil"
"8","0sjhY8nPIm6cPOQfyUPmJe","3qvcCP2J0fWi0m0uQDUf6r","ERRO PLANEJADO - Ao Vivo","Luan Santana",81,6131408,75,"Brazil"
"9","0sjhY8nPIm6cPOQfyUPmJe","3p7PcrEHaaKLJnPUGOtRlT","ERRO PLANEJADO - Ao Vivo","Henrique & Juliano",81,15448371,81,"Brazil"
"10","6Zw25LRLP0j0MsezDFIUM4","1LIuN7ov1IBQDdLsU83ojl","Mal Feito - Ao Vivo","Hugo & Guilherme",72,646058,74,"Brazil"
"11","6Zw25LRLP0j0MsezDFIUM4","1yR65psqiazQpeM79CcGh8","Mal Feito - Ao Vivo","Marília Mendonça",72,24678213,82,"Brazil"
"12","3sd2p4kE7xQmFH3lPnFl6h","6rygauyIMQJrXRC4e5rQJP","sentaDONA (Remix) s2","Davi Kneip",83,22796,68,"Brazil"
"13","3sd2p4kE7xQmFH3lPnFl6h","5xKesKsXI1jv2TorLOnbbm","sentaDONA (Remix) s2","Mc Frog",83,88865,69,"Brazil"
"14","3sd2p4kE7xQmFH3lPnFl6h","6HJiLhKqnOh32p3LSNWsR3","sentaDONA (Remix) s2","Dj Gabriel do Borel",83,378933,68,"Brazil"
"15","3sd2p4kE7xQmFH3lPnFl6h","4PzYKhC14sTJNEr0dzoo0d","sentaDONA (Remix) s2","Luísa Sonza",83,3125970,73,"Brazil"
"16","6Ulh9GPYz6JKdv04qc3q2U","4JNo6Q5KdcRf1vtSX9mB0S","Dengo","João Gomes",80,3140011,74,"Brazil"
"17","7qD2vjd3btuOgwpQPEY7ci","7Lmrb6KcIzfkmgbtokjsAL","EU VOU COM CARINHO ELA QUER COM FORÇA","Mc Don Juan",77,4495730,74,"Brazil"
"18","7qD2vjd3btuOgwpQPEY7ci","3Nipsl6GVwwGyeAk0J29C6","EU VOU COM CARINHO ELA QUER COM FORÇA","MC G15",77,3626671,66,"Brazil"
"19","7qD2vjd3btuOgwpQPEY7ci","1cYhx7ZOhYoVmnDPb9KMwo","EU VOU COM CARINHO ELA QUER COM FORÇA","Mc Davi",77,3241635,70,"Brazil"
"20","546dFmvwFGBY7MJOkV5ctq","1elUiq4X7pxej6FRlrEzjM","Todo Seu - Ao Vivo","Jorge & Mateus",80,16702382,79,"Brazil"
"21","5zNxUkUW9WiV5oyg6gh2wB","5wbf52LA6kcaboHSN6NEF1","DANÇARINA","PEDRO SAMPAIO",84,1613374,72,"Brazil"
"22","5zNxUkUW9WiV5oyg6gh2wB","1etNnR2SdlelBQAICa2Q5m","DANÇARINA","Mc Pedrinho",84,3630127,71,"Brazil"
"23","3ITkrUvAA6gzxer2UIom3P","1elUiq4X7pxej6FRlrEzjM","Molhando o Volante","Jorge & Mateus",82,16702382,79,"Brazil"
"24","6bTdZ7xfKp3NqqADJ8HLyj","5nP8x4uEFjAAmDzwOEc9b8","Vampiro","Matuê",84,5122165,75,"Brazil"
"25","6bTdZ7xfKp3NqqADJ8HLyj","3MrDVzg7ZXaYMyQmbDInr7","Vampiro","WIU",84,148452,67,"Brazil"
"26","6bTdZ7xfKp3NqqADJ8HLyj","68YeXpLt3jB7JHQS5ZjMGo","Vampiro","Teto",84,1311011,74,"Brazil"
"27","4a0sqvCBo7aRIS4GzBQpnp","7htxZTR76qcXYJylEmkLiJ","Kikando e Me Olhando","MC Braz",81,81282,67,"Brazil"
"28","4a0sqvCBo7aRIS4GzBQpnp","7ujbuq6hAjLSf7cGr6au0b","Kikando e Me Olhando","MC Tairon",81,18188,64,"Brazil"
"29","4a0sqvCBo7aRIS4GzBQpnp","04NtfTeul9H9B41tPvF3MG","Kikando e Me Olhando","Dj Win",81,2726,63,"Brazil"
"30","53RxHysDJ0cjugMcPymwja","3qvcCP2J0fWi0m0uQDUf6r","ABALO EMOCIONAL - Ao Vivo","Luan Santana",82,6131408,75,"Brazil"
"31","3XF598RmEUF3XW4XKo1lyP","1LIuN7ov1IBQDdLsU83ojl","Meu Número - Ao Vivo","Hugo & Guilherme",79,646058,74,"Brazil"
"32","3XF598RmEUF3XW4XKo1lyP","1elUiq4X7pxej6FRlrEzjM","Meu Número - Ao Vivo","Jorge & Mateus",79,16702382,79,"Brazil"
"33","14JKzKrJbPDflw8XyATMey","3p7PcrEHaaKLJnPUGOtRlT","A Maior Saudade - Ao Vivo","Henrique & Juliano",71,15448371,81,"Brazil"
"34","2wSCalnGOnXdAJC0Fn8OUY","3FlCKtwOEYQQYyGVEbxG2Z","Vai Lá Em Casa Hoje","George Henrique & Rodrigo",81,1338405,68,"Brazil"
"35","2wSCalnGOnXdAJC0Fn8OUY","1yR65psqiazQpeM79CcGh8","Vai Lá Em Casa Hoje","Marília Mendonça",81,24678213,82,"Brazil"
"36","4SIBZgMomGFnrIWjmq7Np8","0JjPiLQNgAFaEkwoy56B1C","Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)","L7NNON",81,1675626,75,"Brazil"
"37","4SIBZgMomGFnrIWjmq7Np8","6f6ccYxDNgsPCMemKceSY4","Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)","Os Hawaianos",81,140717,63,"Brazil"
"38","4SIBZgMomGFnrIWjmq7Np8","6cBgK7jLKrcynjD5E6mKNu","Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)","DJ Bel da CDD",81,325,63,"Brazil"
"39","4SIBZgMomGFnrIWjmq7Np8","6Us5Zsn5MAHBk7SHBUsG5X","Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)","DJ Biel do Furduncinho",81,2291,65,"Brazil"
"40","6nkoWsFZeFt5dUdNmlIceh","7MiDcPa6UiV3In7lIM71IN","Bloqueado - Ao Vivo","Gusttavo Lima",73,16030754,79,"Brazil"
"41","7afaZ37wJJL6880z1NRgJS","68YeXpLt3jB7JHQS5ZjMGo","Fim de Semana no Rio","Teto",82,1311011,74,"Brazil"
"42","0NBgyml7T0IvUNbXIkcSpH","5YwzDz4RJfTiMHS4tdR5Lf","Malvadão 3","Xamã",82,1675605,73,"Brazil"
"43","0NBgyml7T0IvUNbXIkcSpH","0nzfP49X2nrzmmkwZf180L","Malvadão 3","Gustah",82,2021,65,"Brazil"
"44","0NBgyml7T0IvUNbXIkcSpH","6PERJZF7wohA034PAxDK0b","Malvadão 3","Neo Beats",82,81250,71,"Brazil"
"45","7bhvRvE56NHBvedx0EeALS","0BHm7qbh3ENxvXzkQAG7MP","Comunicação Falhou - Ao Vivo","Mari Fernandez",71,417089,72,"Brazil"
"46","7bhvRvE56NHBvedx0EeALS","1SXhEXzOTF7YeuQX59m7pT","Comunicação Falhou - Ao Vivo","NATTAN",71,801667,68,"Brazil"
"47","75FEaRjZTKLhTrFGsfMUXR","1aSxMhuvixZ8h9dK9jIDwL","Running Up That Hill (A Deal With God)","Kate Bush",87,1014154,75,"Brazil"
"48","2ebFBmle5uXcdbrCAOvPcZ","6m6e7D2TnV0aYMllFFwMxu","Vagabundo Chora - Ao Vivo","Guilherme & Benuto",79,348011,66,"Brazil"
"49","5lCAtKxkZL6tFDyGX9t87j","1AL2GKpmRrKXkYIcASuRFa","Eu Já Tava Bem - Ao Vivo","Wesley Safadão",75,10855086,74,"Brazil"
"50","7gVzhRCrLRUBEGdS7zNTp0","7cmuxPnXRJxwuYDHfbD8Eu","Malvada","Zé Felipe",81,3143846,72,"Brazil"
"51","11fqunD6qlOCrRd88kMOk6","3p7PcrEHaaKLJnPUGOtRlT","Evento Cancelado - Ao Vivo","Henrique & Juliano",74,15448371,81,"Brazil"
"52","0E0OENqh3jaZ4VpDFTOLGj","3l4fsEzoeabsET7ddv0lZW","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","Mc Delux",73,27555,68,"Brazil"
"53","0E0OENqh3jaZ4VpDFTOLGj","5g1Ojx0MsvmNEjnVKGmHVw","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","DJ ABDO",73,738,61,"Brazil"
"54","75fCsUnTiDelE4HMd06t4O","3THyxXDkvAVvmfZKP3Fq7G","Gostosinho Tu Cai","Mc Pepeu",79,35635,64,"Brazil"
"55","75fCsUnTiDelE4HMd06t4O","3JrsRa8z1Pngkkf4pDrokD","Gostosinho Tu Cai","DJ Swat",79,7666,65,"Brazil"
"56","42nZBOwXNdO24Ml032bLBS","2Z0lRIqr997lIUiPtrpKCr","Gatilho - Ao Vivo","Matheus & Kauan",79,9892660,74,"Brazil"
"57","5dFxhpYLOton7aawKsDeiS","7KVJCU4z5L4EUHILL8aMxR","Áudio Que Te Entrega","Leo Santana",77,1500991,66,"Brazil"
"58","5dFxhpYLOton7aawKsDeiS","7Lmrb6KcIzfkmgbtokjsAL","Áudio Que Te Entrega","Mc Don Juan",77,4495730,74,"Brazil"
"59","5dFxhpYLOton7aawKsDeiS","0BHm7qbh3ENxvXzkQAG7MP","Áudio Que Te Entrega","Mari Fernandez",77,417089,72,"Brazil"
"60","6Lk3kU7JcQ5dZ7jbmhJzQN","487N2T9nIPEHrlTZLL3SQs","Melhor Ser uma Saudade","Zé Neto & Cristiano",81,16517361,75,"Brazil"
"61","1ih3nbYJ0lugsku6065BC5","5oqu436HPM9PGpNSlPBpAT","Me Chama de Amor - Arrochadeira Remix","O Tubarão",76,16739,59,"Brazil"
"62","1ih3nbYJ0lugsku6065BC5","2CxOaVqRvTLZAZ7nFnJhsU","Me Chama de Amor - Arrochadeira Remix","Treyce",76,3463,60,"Brazil"
"63","2LEV3lTRxKqLBfmt5BWkLj","7MiDcPa6UiV3In7lIM71IN","Não Pega Ninguém Ainda (Ao Vivo)","Gusttavo Lima",63,16030754,79,"Brazil"
"64","4NJKCE1TBC653P3dCnto0u","5RmXJq0g7MNmgtxXLGbd6K","Simplesmente Ela","Mc Gabzin",80,28066,66,"Brazil"
"65","0tM4J8aID6qYZOE3e14sCj","3p7PcrEHaaKLJnPUGOtRlT","Acordo - Ao Vivo","Henrique & Juliano",72,15448371,81,"Brazil"
"66","4Dvkj6JhhA12EX05fT7y2e","6KImCVD70vtIoJWnq6nGn3","As It Was","Harry Styles",91,21141704,94,"Brazil"
"67","0qYW2jULeN9giEty0ee9Fy","5JbQpbeFaKfuZVFzKwaawP","Botadinha Saliente","MC Rogerinho",80,450296,69,"Brazil"
"68","4qsOrxBv09HhNSpsgMRXdC","1yR65psqiazQpeM79CcGh8","Esqueça-Me Se For Capaz","Marília Mendonça",80,24678213,82,"Brazil"
"69","4qsOrxBv09HhNSpsgMRXdC","59jlthNnbmim5l9tmNA7se","Esqueça-Me Se For Capaz","Maiara & Maraisa",80,10667010,76,"Brazil"
"70","72g37RoelSnovZakG5MwnF","0BHm7qbh3ENxvXzkQAG7MP","Parada Louca","Mari Fernandez",78,417089,72,"Brazil"
"71","72g37RoelSnovZakG5MwnF","4dnPDc045bVjibyATxVUOs","Parada Louca","Marcynho Sensação",78,629565,69,"Brazil"
"72","3IMLoeLerS7TMpKjxUgAhx","3p7PcrEHaaKLJnPUGOtRlT","Arranhão - Ao Vivo","Henrique & Juliano",71,15448371,81,"Brazil"
"73","6bwx7pcKJY05D9S6CVa1k6","41QLxRXlc2NwfJZkHGHKid","Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus","Israel & Rodolffo",66,1564652,69,"Brazil"
"74","6bwx7pcKJY05D9S6CVa1k6","59jlthNnbmim5l9tmNA7se","Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus","Maiara & Maraisa",66,10667010,76,"Brazil"
"75","71fwkaKdNrxiZZbkzSqmFJ","7FNnA9vBm6EKceENgCGRMb","Que Rabão (feat. Mr. Catra)","Anitta",79,11718350,80,"Brazil"
"76","71fwkaKdNrxiZZbkzSqmFJ","0A0FS04o6zMoto8OKPsDwY","Que Rabão (feat. Mr. Catra)","YG",79,2852877,75,"Brazil"
"77","71fwkaKdNrxiZZbkzSqmFJ","0iZz25uH5PLaShpqq84uYv","Que Rabão (feat. Mr. Catra)","Papatinho",79,358117,66,"Brazil"
"78","71fwkaKdNrxiZZbkzSqmFJ","2UMj7NCbuqy1yUZmiSYGjJ","Que Rabão (feat. Mr. Catra)","MC Kevin o Chris",79,2882746,68,"Brazil"
"79","71fwkaKdNrxiZZbkzSqmFJ","1mXaaMbQM3IYuhNWaZdFuE","Que Rabão (feat. Mr. Catra)","Mr. Catra",79,237634,61,"Brazil"
"80","0MKd4uZd8Ag8qyReZBTarP","3hq7WoPJsrRP0KMSLhUgRz","Pino da Granada (Ao Vivo em Rio Preto)","Murilo Huff",68,251715,68,"Brazil"
"81","3FkeNbs9Zeiqkr3WkbOiGp","7FNnA9vBm6EKceENgCGRMb","Envolver","Anitta",79,11718350,80,"Brazil"
"82","2IJPcsIjReWb0v4EdNuwLu","21WAvVROZ83oUvJwFTG2dH","Assume a Gente - Ao Vivo","João Bosco e Gabriel",75,63795,60,"Brazil"
"83","2IJPcsIjReWb0v4EdNuwLu","3k68C6mNMJL6OaAdWeW2ZF","Assume a Gente - Ao Vivo","Diego & Victor Hugo",75,2019947,69,"Brazil"
"84","3YvE7uo4ffseBoJPh8IhHp","1yR65psqiazQpeM79CcGh8","Presepada","Marília Mendonça",78,24678213,82,"Brazil"
"85","3YvE7uo4ffseBoJPh8IhHp","59jlthNnbmim5l9tmNA7se","Presepada","Maiara & Maraisa",78,10667010,76,"Brazil"
"86","3QGxgNaqaFSpORp2OVLXHR","68PYmgkbRP1qZnEWOry7sB","212","Chefin",79,226713,67,"Brazil"
"87","3QGxgNaqaFSpORp2OVLXHR","25XJqeReVV38w0tR04GGBd","212","Mainstreet",79,171131,75,"Brazil"
"88","75FEaRjZTKLhTrFGsfMUXR","1aSxMhuvixZ8h9dK9jIDwL","Running Up That Hill (A Deal With God)","Kate Bush",87,1014154,75,"USA"
"89","4Dvkj6JhhA12EX05fT7y2e","6KImCVD70vtIoJWnq6nGn3","As It Was","Harry Styles",91,21141704,94,"USA"
"90","0O6u0VJ46W86TxN9wgyqDj","246dkjvS1zLTtiykXe5h60","I Like You (A Happier Song) (with Doja Cat)","Post Malone",79,37070325,88,"USA"
"91","0O6u0VJ46W86TxN9wgyqDj","5cj0lLjcoR7YOSnhnX0Po5","I Like You (A Happier Song) (with Doja Cat)","Doja Cat",79,19248569,88,"USA"
"92","1qEmFfgcLObUfQm0j1W2CK","6KImCVD70vtIoJWnq6nGn3","Late Night Talking","Harry Styles",93,21141704,94,"USA"
"93","6Sq7ltF9Qa7SNFBsV5Cogx","4q3ewBCX7sLwd24euuV69X","Me Porto Bonito","Bad Bunny",96,49322031,100,"USA"
"94","6Sq7ltF9Qa7SNFBsV5Cogx","37230BxxYs9ksS7OkZw3IU","Me Porto Bonito","Chencho Corleone",96,257803,83,"USA"
"95","32vE1nuG8T9c8bhmZdRY6d","246dkjvS1zLTtiykXe5h60","Cooped Up (with Roddy Ricch)","Post Malone",73,37070325,88,"USA"
"96","32vE1nuG8T9c8bhmZdRY6d","757aE44tKEUQEqRuT6GnEB","Cooped Up (with Roddy Ricch)","Roddy Ricch",73,7977807,80,"USA"
"97","0wHFktze2PHC5jDt3B17DC","2LIk90788K0zvyj2JJVwkJ","First Class","Jack Harlow",84,2186989,87,"USA"
"98","1PckUlxKqWQs3RlWXVBLw3","56oDRnqbIiwx4mymNEv7dS","About Damn Time","Lizzo",93,4672279,80,"USA"
"99","1IHWl5LamUGEuP4ozKQSXZ","4q3ewBCX7sLwd24euuV69X","Tití Me Preguntó","Bad Bunny",95,49322031,100,"USA"
"100","59nOXPmaKlBfGMDeOVGrIK","1RyvyyTE3xzB2ZywiAwp0i","WAIT FOR U (feat. Drake & Tems)","Future",89,11616010,88,"USA"
"101","59nOXPmaKlBfGMDeOVGrIK","3TVXtAsR1Inumwj472S9r4","WAIT FOR U (feat. Drake & Tems)","Drake",89,63843309,93,"USA"
"102","59nOXPmaKlBfGMDeOVGrIK","687cZJR45JO7jhk1LHIbgq","WAIT FOR U (feat. Drake & Tems)","Tems",89,508048,75,"USA"
"103","3k3NWokhRRkEPhCzPmV8TW","4q3ewBCX7sLwd24euuV69X","Ojitos Lindos","Bad Bunny",96,49322031,100,"USA"
"104","3k3NWokhRRkEPhCzPmV8TW","5n9bMYfz9qss2VOW89EVs2","Ojitos Lindos","Bomba Estéreo",96,948516,79,"USA"
"105","02MWAaffLxlfxAUY7c5dvx","4yvcSjfu4PC0CYQyLy4wSq","Heat Waves","Glass Animals",90,2909250,80,"USA"
"106","6Xom58OOXk2SoU711L2IXO","4q3ewBCX7sLwd24euuV69X","Moscow Mule","Bad Bunny",96,49322031,100,"USA"
"107","5LYMamLv12UPbemOaTPyeV","6KImCVD70vtIoJWnq6nGn3","Music For a Sushi Restaurant","Harry Styles",91,21141704,94,"USA"
"108","6Kfoo60npYPdvNxMPMiDpX","246dkjvS1zLTtiykXe5h60","Wrapped Around Your Finger","Post Malone",74,37070325,88,"USA"
"109","4tYFy8ALRjIZvnvSLw5lxN","4q3ewBCX7sLwd24euuV69X","Party","Bad Bunny",94,49322031,100,"USA"
"110","4tYFy8ALRjIZvnvSLw5lxN","1mcTU81TzQhprhouKaTkpq","Party","Rauw Alejandro",94,11781971,89,"USA"
"111","1dm6z1fWB0cErMszU25dy2","4q3ewBCX7sLwd24euuV69X","Después de la Playa","Bad Bunny",92,49322031,100,"USA"
"112","51Zw1cKDgkad0CXv23HCMU","6KImCVD70vtIoJWnq6nGn3","Daylight","Harry Styles",90,21141704,94,"USA"
"113","6uvh0In7u1Xn4HgxOfAn8O","6KImCVD70vtIoJWnq6nGn3","Matilda","Harry Styles",91,21141704,94,"USA"
"114","1NvpO1o8SpkdH3txtJQQc7","246dkjvS1zLTtiykXe5h60","Lemon Tree","Post Malone",74,37070325,88,"USA"
"115","2OcSE0EXzgUuqkM1NIJPHJ","246dkjvS1zLTtiykXe5h60","Wasting Angels (with The Kid LAROI)","Post Malone",74,37070325,88,"USA"
"116","2OcSE0EXzgUuqkM1NIJPHJ","2tIP7SsRs7vjIcLrU85W8J","Wasting Angels (with The Kid LAROI)","The Kid LAROI",74,3740595,83,"USA"
"117","5Eax0qFko2dh7Rl2lYs3bx","4q3ewBCX7sLwd24euuV69X","Efecto","Bad Bunny",92,49322031,100,"USA"
"118","1nltpRhEiXikwDlVn4UADk","246dkjvS1zLTtiykXe5h60","One Right Now (with The Weeknd)","Post Malone",69,37070325,88,"USA"
"119","1nltpRhEiXikwDlVn4UADk","1Xyo4u8uXC1ZmMpatF05PJ","One Right Now (with The Weeknd)","The Weeknd",69,45402064,91,"USA"
"120","2FeBslNBMdR9V58uv6hd2t","2YZyLoL8N0Wb9xBt1NhZWg","N95","Kendrick Lamar",90,20476655,92,"USA"
"121","4IxeKzzxUSEgivgtbSbyIK","246dkjvS1zLTtiykXe5h60","I Cannot Be (A Sadder Song) (with Gunna)","Post Malone",74,37070325,88,"USA"
"122","4IxeKzzxUSEgivgtbSbyIK","2hlmm7s2ICUX0LVIhVFlZQ","I Cannot Be (A Sadder Song) (with Gunna)","Gunna",74,4328023,85,"USA"
"123","67dU06KGaJHLLlo5Y5bkD2","246dkjvS1zLTtiykXe5h60","Reputation","Post Malone",74,37070325,88,"USA"
"124","2meHtZ7N97pJfvTL4hYtfv","246dkjvS1zLTtiykXe5h60","Insane","Post Malone",73,37070325,88,"USA"
"125","06JvOZ39sK8D8SqiqfaxDU","5K4W6rqBFWDnAN6FQUkS6x","True Love","Kanye West",85,17402556,90,"USA"
"126","06JvOZ39sK8D8SqiqfaxDU","15UsOTVnJzReFVN1VCnxy4","True Love","XXXTENTACION",85,36697696,86,"USA"
"127","4j6kId9QIqhoXvqHKgSKa0","6KImCVD70vtIoJWnq6nGn3","Grapejuice","Harry Styles",89,21141704,94,"USA"
"128","7dSZ6zGTQx66c2GF91xCrb","790FomKkXshlbRYZFtlgla","PROVENZA","KAROL G",94,25070094,87,"USA"
"129","3i058E8uxTsYqJ5NWZzqSj","6KImCVD70vtIoJWnq6nGn3","Little Freak","Harry Styles",90,21141704,94,"USA"
"130","0rzaRSujxA0bKyjJl6vHYq","6KImCVD70vtIoJWnq6nGn3","Satellite","Harry Styles",89,21141704,94,"USA"
"131","1qMMYpVatbRITKCfq1gasi","1RyvyyTE3xzB2ZywiAwp0i","PUFFIN ON ZOOTIEZ","Future",82,11616010,88,"USA"
"132","5uU1uuyaUIBOiiUSQG7Wl3","4oUHIQIBe0LHzYfvXNW4QM","You Proof","Morgan Wallen",82,3445496,83,"USA"
"133","6R9c642Hs3tOdLowjYaWt2","246dkjvS1zLTtiykXe5h60","Love/Hate Letter To Alcohol (with Fleet Foxes)","Post Malone",73,37070325,88,"USA"
"134","6R9c642Hs3tOdLowjYaWt2","4EVpmkEwrLYEg6jIsiPMIb","Love/Hate Letter To Alcohol (with Fleet Foxes)","Fleet Foxes",73,1205067,63,"USA"
"135","1oc92BMKYkNxK17C2GtyRM","6AgTAQt8XS6jRWi4sX7w49","Distraction","Polo G",72,7601746,83,"USA"
"136","6Uj1ctrBOjOas8xZXGqKk4","5cj0lLjcoR7YOSnhnX0Po5","Woman","Doja Cat",91,19248569,88,"USA"
"137","68Dni7IE4VyPkTOH9mRWHr","6l3HvQ5sa6mXTsMTB19rO5","No Role Modelz","J. Cole",87,16937093,85,"USA"
"138","5PjdY0CKGZdEuoNab3yDmX","2tIP7SsRs7vjIcLrU85W8J","STAY (with Justin Bieber)","The Kid LAROI",87,3740595,83,"USA"
"139","5PjdY0CKGZdEuoNab3yDmX","1uNFoZAHBGtllmzznpCI3s","STAY (with Justin Bieber)","Justin Bieber",87,61412393,91,"USA"
"140","3cBsEDNhFI9E82vPj3kvi3","4oUHIQIBe0LHzYfvXNW4QM","Wasted On You","Morgan Wallen",82,3445496,83,"USA"
"141","6EbVuwU7EnKeF2hdpViXCH","6EPlBSH2RSiettczlz7ihV","Die Young (feat. 347aidan)","Sleepy Hallow",81,900188,76,"USA"
"142","6EbVuwU7EnKeF2hdpViXCH","0bBz5bRBkExaej2HxtVfCw","Die Young (feat. 347aidan)","347aidan",81,354474,69,"USA"
"143","6I3mqTwhRpn34SLVafSH7G","1uNFoZAHBGtllmzznpCI3s","Ghost","Justin Bieber",89,61412393,91,"USA"
"144","2NcQic8JxdjAlAHuNbOIRE","6KImCVD70vtIoJWnq6nGn3","Keep Driving","Harry Styles",88,21141704,94,"USA"
"145","6gI9b2VsoWhjhIuIeToDVs","2YZyLoL8N0Wb9xBt1NhZWg","Die Hard","Kendrick Lamar",89,20476655,92,"USA"
